"Index","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","Result"
92,0.383273970013088,1.01620502551305,0.868748550966125,1.18000087714192,0.181713736791711,-1.35914193486587,10.6810709291521,-0.720653673091939,-1.42765580541558,0.455564345614667,0.34434528879898,0.0201829088940897,11.0328583492162,0.730044474397686,-0.0559135758894726,-0.149226865821925,-1.18720330804895,-0.426482565188307,-0.118472997454571,-1.24545630816511,0.0761329861957977,1.6762168683794,0.53880916256658,0.207149931429631,9.30563012624154,-0.143199564766083,0.0446695859636937,-0.390359072974497,0.41986309014891,0.00547272661112704,0.424429798662789,-0.447076911618654,1.71368500556744,-0.325493729181233,-0.676228035449144,-1.00889239869964,-1.42754889749977,0.827533248077644,-0.733987070457958,-0.515509276301206,8.00845924758806,0.0449294395533518,-0.0316403385930973,-0.239186512235833,-0.26587548990901,5.99287196642647,10.0592403670084,-1.07782875824006,-0.142878471356495,-0.714962667923698,-0.0488713481884619,-0.606607196324926,-0.853669903415444,-0.660000636796727,0.478292335534804,-1.5954209150077,-1.13188378768386,0.450099004600956,0.331295462482949,0.40958743302983,-0.797106271173884,1.43925530430674,-0.0455509548179843,-0.657156512945556,-1.64655996328656,1.04852184855775,8.68781619835219,1.12305843081598,2.33964264111574,0.3448572231097,-0.320681957848743,1.22106971695215,-0.354173555085922,-0.0872494795846495,0.0695185516528011,-1.40317495027726,-0.0772861158715763,1.49727306426572,0.136711335695989,-0.432072886566351,-0.205248873994493,-1.1652161879713,-1.62366489978404,-0.456012602669914,1.17791416529015,-0.0681806017278676,0.528841390120716,-0.663741722520079,-0.0837999893956524,9.77059009248294,-0.795155845272584,0.302269113226523,1.49345427961301,-1.94495647713447,0.17121718204734,0.10128834162408,0.569436554133227,-0.266223373271048,0.396576021350914,-0.393534699820059,20.9628874381959
44,1.62944955251391,-1.18425530190921,-0.211846640989826,0.63592988243116,-0.0740141026646652,-0.245838053283352,-0.55731004877084,0.220518714269444,1.02304796767299,0.281632892098446,-0.211037870277151,-0.315315519749634,-0.553733193335508,-0.578271983343145,-0.422715967835852,0.503293496762488,-1.71687394824749,0.321425953352482,0.409179733134568,0.822384484171863,0.93532467695133,-0.321642476042201,0.520108950140054,-0.206619116045088,-0.0525534164532976,0.429511244699541,0.722901161569884,1.0615569609986,0.904044505581291,-0.457886316262212,-0.0733630556412124,1.06010216949366,-2.10225319749256,0.285166629588418,-2.04359446053641,-0.0563652987432863,1.25343849318332,0.875281234118083,-1.02073474506864,0.199983387028312,-0.697010223822132,-0.893828357140828,-0.599496023756761,0.338551508873673,0.21703173894758,0.53437102839026,-0.170403120477776,1.83767905444504,1.06506687378631,-1.37319087172833,0.555827370461042,-0.598373799594631,0.180413472925569,-0.528226758803626,0.0246601267402925,-0.927971549423135,-0.131128761454976,-0.779026208650637,0.242428621737976,1.10990188807665,0.264229756052126,0.457603424418738,-0.227708208928983,-0.166012363329812,-0.0748388137473889,0.307309644259336,-1.37056364999658,1.01632001652466,0.357322565915615,-0.631934225776946,0.0761189585482747,-0.269516536244399,-0.257298031100587,-0.461568885602291,-0.101995683877042,0.102396347588289,-0.124795980519363,-0.179931781600885,0.108206828064383,-0.0878154338738331,0.126530202428897,0.518691285797351,1.12387200369453,-0.943067889692735,-0.489185336505972,-0.341103533061672,0.554617130016428,-0.264816752574441,-0.297322794967889,0.327256490317886,-0.346842416780384,-0.137039213695201,-0.401468382233246,-0.457201226695827,-1.40994904978664,-1.04145044268079,-0.321336257415278,0.393012062817438,0.670006001093978,0.735858881462274,-8.97166427224874
196,1.49738314231989,1.46776653169492,-0.855934194406349,0.820499110703294,-0.153239093257006,-0.0216125907978791,-0.854100751068956,-0.0212863198531474,8.2421864461637,-0.102627110819122,1.55497596741722,-1.24396320948314,0.687721319988268,-0.359574745358887,0.492782916322166,-0.0374924189463153,-1.31961876465712,0.847412491655337,-0.452754682771444,-1.13819225916476,10.3341898933833,-2.30876810248725,10.4118794987074,0.606518665480692,-0.546697052916458,0.748196093663792,-0.242190688111486,0.326472894884538,8.94192402002398,0.977183113848444,0.620132406645442,-0.170828103814621,-0.440639398162051,-1.2495622817231,-1.82480598357792,-0.364809737267231,1.19376826430832,0.573017857685522,0.397212671339324,-0.453748445228525,0.271615715672815,0.280322792598894,-0.918717563731951,-0.251126204956608,-0.827092671269191,9.9877167941434,-1.25862164936001,0.672689173862267,0.524336214750534,-0.929471313964867,2.68283000646723,0.380020845217311,-0.0958264534662805,0.199010880546329,-1.19662286982163,-0.886024865641002,0.580647125414671,1.91184115660505,0.325128409733047,-0.595832350359524,-0.851773876429728,-0.796308135525239,-0.41041663599228,-0.0378022348155737,-0.0060255989304429,0.312672004329943,-0.100027180394939,-0.0212998738898365,0.396377864696083,0.588098678233901,-1.07984320400847,-0.15172894718834,-0.431729315400589,-0.898996166155936,5.63743489664682,-0.0789619215203925,-0.0241243748794386,-0.937194187516318,-0.593608859429036,-0.420831982194749,0.00541364996429829,-0.112246715311147,1.39475153016621,-0.380474824290755,-0.651035783673471,-0.0363719645959527,6.78975149267584,11.018401630101,-0.55800216760594,-0.353802029945355,-0.858661166318605,1.18657494697795,1.74053720224142,0.51640818120398,-0.810387440479089,-0.0396299285665843,0.446904210131413,0.03455311440393,-0.0614208599163113,-0.229076764818324,16.4285342445618
159,9.71727571500453,-2.51829141175365,-0.210078172136755,-1.96732886739237,-0.837066557518638,8.19415319949926,-0.546659687291807,-0.688317187204168,-0.58938506917411,8.09749946431232,-0.220973257912969,-0.419941497146537,0.405426829707978,9.78843277394795,0.479061248947855,8.34638812589013,-0.590903834915506,-1.11784519292147,8.06672856872368,0.228407188133576,-0.228408722200488,-1.80567336010402,-1.02913232501675,-0.00884489447969797,0.0456785193456909,8.70390212144567,-0.579354912372237,0.194984376919973,-0.144368270327292,0.461553696764026,1.5068880110264,0.0207081871170651,1.02768177544894,-0.427866864569934,-0.28161121722858,-0.472722315206964,-0.06514685208031,-1.03939351842969,-0.33912366203021,0.245962763374008,-0.262701478954259,0.269734700896989,-0.282317389198916,0.162759124616302,1.39265704946278,4.77270190144157,0.147257322224499,0.123314017013923,2.7058341868097,-1.82829560620957,11.3319108431831,-0.198177321249697,-0.0515142904499645,-0.895340295103961,0.650211002902697,1.17423563237694,0.606944712985756,0.221468144234618,10.4343948684836,0.54126803827986,-0.443742111999491,-0.334291173061495,-1.68480671446585,0.674237465154954,9.865941103736,0.384039767941161,-0.559048118526807,1.28276072926906,-1.80534732262589,-0.275883620824837,-0.522004802013527,-0.462017988623998,0.247125666860088,0.277552601140095,-0.750081019158009,1.38598582748694,8.03530944544296,0.0351134985072206,0.17142425008981,-0.731658745954782,-0.614078343883745,9.50140192259247,0.509057793675221,0.0661984413472206,1.67980438556606,-0.233361352008216,0.772384658599253,0.442245657454413,0.162659427840752,-0.608528341169425,-2.62444957042599,0.699378765634172,6.77696300111634,-1.58412878589878,-1.74131527646285,-1.05275227456284,-0.783895704146704,-2.06579799600739,-0.72106219212718,-0.0721651818306426,13.8885874160689
149,1.5765076473189,-1.02029245918707,1.56009685644409,2.33899508407409,-0.246885996596419,-0.397216326844,-0.610714465305687,-0.967893562231693,0.930151710253373,-0.324401880309605,-1.0667927317538,-1.10420774084065,0.234588846359335,0.722501280334044,0.64627439252751,9.40742962964396,0.902150971789669,0.562925889160406,0.358832993745804,9.86323446094226,-0.576170180046399,0.181511211303318,1.01438008413105,-0.590069827753117,0.123952022498418,-0.530713266448487,9.49811666272278,-0.137061967915313,0.737660015521056,9.82307591428114,-0.381617354404739,11.5477113309893,-0.166748118222291,10.7117557283276,-0.630421474357354,1.13984378180736,-0.280958758658961,-2.47686936308123,0.617977892318752,-0.104310421285201,-0.801206758146713,-1.89605671128908,0.195905254584482,-0.158694620613808,0.576586983045129,-0.0619315432700141,0.258694619618708,2.0849899209554,-0.378483380387149,-1.45410385764633,-0.606969387344978,-1.02027671431175,0.885489787866078,-1.85227891838619,-0.675477807935673,-1.35621550389191,1.67495829515928,-0.149915028219367,-1.54442913674772,6.94260304222158,-0.0306818181252038,-0.812085729876174,0.823198177798707,-1.85085765100821,0.205982871250392,0.206811706117244,-0.0170979491453773,-1.22355028961073,-0.373257079172338,-1.10218329992571,5.82647613250182,2.53493941554899,-0.237703177733538,0.100624219289766,-0.15823269867779,-0.396289081224533,-0.0958486447869448,-0.905215243107845,-0.332297661367778,9.94327359600862,-1.07456492083804,-0.465701619275036,1.15934100566903,0.454213830614659,1.12426651210545,0.302634262003529,-0.107363565922448,-0.532400700111947,-0.425339698698512,1.4622515462011,-0.296014852646916,-2.43609942028337,-0.343870655495581,-1.05386253899821,0.948609598810158,-0.264904436802724,-0.808513707255296,0.5628655253914,-0.155689640637946,-0.516720177487817,20.2530300403706
29,-0.913634907319777,0.845980153418519,1.02337790027632,-1.33331536890693,-0.707869913723634,0.112249618608887,0.243487419283891,-0.151232797047019,-0.325463740886692,-0.208465085869918,2.42044921208468,0.300336175079934,-0.858092226810973,0.491889445958963,0.056373438905408,-0.0172940665315885,-0.41525348822612,-2.14138216143541,0.0269332991282492,0.378626312012971,-1.058411781262,1.26447438163303,0.348738199321943,-0.496203119627951,-1.17055596054533,0.683134697580893,-0.269034628972531,-0.403006216965469,-0.717061458916223,0.47845226117802,0.442179856840416,-0.287306227796616,0.0369551939900401,-0.158390683855608,-0.617325301977099,-1.07659093072589,-0.657004627840547,1.32146577648447,0.86487372503374,-0.319146133479237,-0.154821338090159,2.70721891140306,1.03134112686802,0.310352382746757,-0.81917072715559,0.492999466016099,-0.16818177909232,0.0941794487913047,0.194940028473362,-0.135656454566579,-0.889476745255766,-0.734548103849256,-0.31547064788469,0.82998783367211,1.82060350316837,0.559120429940097,-0.665199997226811,-1.93732753006845,-0.449244778493633,0.701589339171848,0.299775667737715,0.587310223485436,-1.32996987802204,0.840263224447118,0.603054821690713,-2.99214771771928,-1.44873910889173,-1.13657565318363,-0.188707324806904,-1.96722402110317,-0.471506966268787,0.2013011372001,-0.921596814272866,-0.0569200437911525,-0.272836476376975,-1.60013991893818,0.676476106112253,0.242851091148586,0.423004575872527,-0.17016569968065,0.921117215844778,-0.223313189926576,-1.11303169127518,0.124271281303359,-0.457259357224641,-0.190862927603783,-0.474150038084026,-0.39220176344221,-0.611652460426618,-0.0231697440298426,-0.278304138672444,-0.270512120986242,-1.29477829233112,0.234382340183059,1.24214067699646,0.349818337341267,0.0555031979269744,-0.0145619042105181,-0.256758486442103,0.980036106773672,9.04824276920408
164,2.45385943854969,0.986576381639315,0.922632558868104,-1.63005712879822,7.62809593403957,-0.169247902899061,0.493862072458762,0.20811928369775,-0.113510519580035,0.474866655873609,-0.169725004637165,-0.508782723018448,0.439063958710542,-0.196057767503866,1.04793396524707,-0.455531037953659,0.174739379997674,-0.353754583615271,-0.127205203454098,0.97623238145188,0.0742013514134279,-0.368124865541891,-0.792680604571784,0.240141883452403,0.743532344512173,0.855800171908356,-1.19912625156877,-1.09281112538592,-1.36881690358247,-0.239030974748121,0.695711140415808,-0.703409460638261,-0.133535151877026,0.13639327108882,-3.53474701202478,0.657587060080246,-0.847294137875648,0.0736603489583346,1.88514097389605,0.436388533982487,9.03087293992438,1.95233273734523,9.0078336338294,-0.336562945473221,0.17732271756769,0.302229505267124,0.0399314075758062,-0.935026399086209,5.28069839025041,1.29251831197659,0.405381844051676,-0.363282032763332,1.25690462116796,0.455410557454647,0.516819473412717,-1.59713806851151,0.0112244861956075,-0.113431823153185,0.634259625234158,0.115280368089788,-0.712290457412111,-1.23840371671867,0.320096694628372,0.051858543963941,-0.176981853577328,-0.312034700616891,-0.240328555855719,-0.365035372124023,1.5930213112702,-0.661132724193595,-0.46387492638013,-0.112695465316379,0.0917651786849284,11.2884435450947,0.340519563633342,-2.31988668104023,0.0808245118466742,-0.294238014513441,0.6529156591614,-0.0177322607533126,0.482346521772575,-0.40021045639239,0.113061703039358,0.634292078310857,-0.855946211461745,1.23124179158122,-0.0300176901100644,-1.02084401901881,-1.30046230025124,0.18700013437906,1.28829808470972,0.38873305612819,-0.149683312559364,0.484669865692209,0.388367308550178,1.39237167084591,-0.327522162480197,0.0940189175169241,-1.44595028838674,0.241582075917828,2.51332087082525
11,0.902861312076352,0.0774400136468412,0.254442477458815,-0.366125137864254,-1.39538037387207,1.3627666424924,0.110399873521224,-0.0579393371087514,0.788907256203527,-0.00643344157446184,-0.811995098182994,0.125658669710331,-1.5305693635093,-1.2616312152304,-0.247771851823665,0.574856847295434,0.354299129589886,0.808789444538034,-0.191434235983741,-0.144521243139709,1.31498782490692,0.699860303871989,-0.319115769636629,-0.530119393115855,-0.384874332119503,-0.631073197797012,-0.910791399326353,-0.715462228269445,-0.254784683393262,0.596778226416257,0.772605077571497,-0.0574032759278118,-0.127382366247037,-0.191261872177727,-0.287698449654341,-0.143159071965653,0.525000498554178,0.424034638880286,0.394762324774162,0.0206986215210564,-0.22801085525414,-1.90521569702385,-0.0151630521163272,-0.462578777584424,1.15596521142074,-0.458380363113797,-0.252376292733074,0.515091148183931,-0.470383770897117,0.773237375137486,-0.224851579021394,-0.163639001598489,0.620473372135807,1.75550781883477,0.502776856424358,-0.668134239218645,-1.1020334712045,-0.426097655776661,0.282878328493983,-0.825780042300375,-0.00625639117585544,-2.65927283749045,-1.62604766513687,0.799547560361447,-0.418691420971023,0.859346095364315,-1.41107601144653,0.430531616210687,-0.120331423659841,-0.650507710697618,0.176069656381517,0.758544753240844,-0.392106121727338,0.290976817240486,-0.698829333694768,0.540215132901156,-0.94846146313488,-0.995942780314375,-0.499108183210218,0.643967785831051,1.56980893547082,0.627882887137648,0.983079235640013,0.19053655700893,0.702003031660813,-1.06033659662277,1.05575953537347,0.0355679865650015,1.30650567157038,1.05043862188178,-1.16740198009019,0.417195804030387,-0.700885232607199,-0.756842878231404,1.1874040126345,-0.476443901688135,-0.920335946493536,-0.487178539283731,-0.600683827951677,-1.31824181196884,-9.04211107175797
127,0.142575605915688,-0.103364680255929,0.755986206878728,0.571668704144402,-0.156070910446913,-0.134961330159038,0.802991168305155,0.770798489204717,-1.17294611165249,6.71756952970571,-0.435188230878357,1.63167837469065,0.519124387476479,-0.325430995774375,-0.590659255802389,-0.162770833009893,1.43226862795987,0.0420836955089745,-0.544331424597702,0.510547806839446,-0.453083221696189,0.679759807577256,0.977211744947567,1.24135997266285,-0.324081289205126,-0.837691534554053,-0.0111708676432263,-0.79522550129133,0.584981024867626,-0.061119419431845,0.121484386555453,0.2215454936128,0.804822189832948,6.04066147118368,0.127398946225945,0.415618217509714,-1.9645627748645,0.574872817493506,-0.299271602853639,0.737873372787646,-0.317415838768805,0.281397172900103,0.21422381629119,12.3267111434546,1.64492889051364,0.659756270256415,-0.0568332578417597,0.398710906352404,-0.0347305114780394,-0.247406510731135,0.460541136742707,-0.175203374759606,11.6634854320616,-0.877053043576727,-0.186916302058954,-0.864634696850752,0.587877122819681,0.244260944402514,0.218774802867501,-0.82380850274447,11.4787981225749,0.428593339350387,0.220736083334599,0.150986227259716,-0.273135100871345,1.66552374170841,0.66846716584169,2.58635515665773,-1.4201753022947,-0.1530947944204,0.752046104083512,1.34743339721448,-0.405682670108497,1.12927839962708,6.3348874683217,1.17086068702569,-0.611669302119142,8.5459344368956,10.159126720951,-1.34584102596702,0.666156133606562,-0.145302230904087,0.330778861511682,0.972712564174595,0.354154518807118,-0.600010413537643,0.243892822148196,0.504056991372553,-0.091573750586106,6.26326663694535,0.0559639674959643,-0.581932845022479,-0.341283180519301,0.261231949682015,-0.626247270489299,0.206348607296536,-0.54805442465729,-1.14855004517335,-1.35428635690404,0.103022579613012,18.5788123281015
88,0.29621367037842,1.60527297781806,-0.464155318392795,0.49334839520776,-0.417566679140023,0.37439913997785,-0.839517818120197,-0.0942570632373225,-1.97213725372403,-0.839788824644718,-0.00646525597147402,0.516778267163963,-0.221073210107481,-0.762979300219002,-0.0675779350010399,0.109303721302021,2.61062427739437,-0.172962976503713,-0.823468243050817,-1.52370891406606,2.12538885150338,0.00695725365848866,-0.3131918747018,-0.205569011137926,0.196591765718918,-0.170799715688767,-0.880681269234178,0.395494779116519,-0.430892975208646,0.572654833183955,1.15980256679164,0.388889161638707,-0.156082241618348,0.58898101069702,0.070382498450113,-1.29415717353966,-0.301216370085025,-0.299049989981927,-0.711727873588273,0.951722005159377,0.516854970105364,-0.417338659905567,0.0924562890692167,-0.169347024187884,-0.261354995307736,-0.234815268098197,-0.147494254329531,-1.13821340224685,-0.0125347463698074,1.52085380524406,0.697027837024811,-0.153208230473347,-0.450406366166239,-1.53264344268394,-1.21048029487795,-1.01343964926304,-0.62561172533025,-1.13947498333843,-0.471340807724497,-1.49626009274164,-0.360676058226067,-0.385409906177735,0.0112542523576492,0.17988043552142,-0.105405667018054,0.187101640793714,-1.31820886607093,0.552784741020629,-0.0316112092427866,1.87933197071237,-0.0583086874758972,1.86458930288643,-0.0910415643543448,-0.89635965286069,0.540591499324957,-0.110883765636958,-0.232419920206221,1.60853591644159,-1.0578287558646,0.877890609284615,0.365758284045416,-0.733601549595787,1.79193832643599,0.326577750830693,0.20524653293314,0.598897479701621,0.0178295968271378,-0.178702377045508,-0.00685107022554944,0.201634980759597,-0.544629890053983,0.415314226632262,0.452867300156501,-0.513003572489118,0.0567965358076396,0.83866800527099,-0.474238332448877,0.0465135281325138,0.463648808436369,-1.01080684984495,2.69237305503339
